,url,text,title
0,https://www.mojnews.com//بخش-%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C-5/434944-%D9%86%D8%B1%D8%AE-%D9%88%D9%82%D9%88%D8%B9-%D8%A7%D8%B1%D8%AA%DA%A9%D8%A7%D8%A8-%D8%AC%D8%B1%D8%A7%DB%8C%D9%85-%D8%B3%D8%A7%DB%8C%D8%A8%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%A7%D9%85-%D8%AA%D8%B9%D8%B7%DB%8C%D9%84%D8%A7%D8%AA-%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%D8%B4-%D9%85%DB%8C-%DB%8C%D8%A7%D8%A8%D8%AF,"به گزارش خبرگزاری موج، سرهنگ رامین پاشایی معاون فرهنگی اجتماعی پلیس فتا انتظامی کشور اظهار داشت: بر اساس تجزیه و تحلیل پرونده‌های قضائی واصله به پلیس فتا و تجربه عملی از ادوار گذشته، همزمان با نزدیک شدن به ایام پایانی هفته و یا تعطیلات رسمی؛ نرخ وقوع ارتکاب جرایم سایبری افزایش می‌یابد که طی اقدام پیشگیرانه تمامی رده‌های پلیس فتا، استان و شهرستان‌ها آمادگی لازم در خصوص رصد و برخورد با هرگونه پدیده مجرمانه و پاسخگویی به درخواست‌های حضوری و تلفنی هموطنان مهیا است.

وی ادامه داد: مجرمان سایبری با سوءاستفاده از شرایط پیش آمده با فرض محدودیت‌های دسترسی به خدمات بانکی، قضائی و انتظامی مترصد کلاهبرداری از هموطنان با شگردهای مختلف ""فیشینگ و یا ثبت آنلاین آگهی‌های جعلی فروش و ارائه کالا و خدمات در سایت‌های فروشگاهی"" هستند.

پاشایی افزود: عمدتاً کلاهبرداران با ارسال پیامک حاوی لینک‌های آلوده با موضوعاتی از قبیل ثبت نام یا حذف یارانه معیشتی، ابلاغیه‌های دروغین سامانه قضائی کشور و یا دریافت بیعانه فروش کالا و خدمات مترصد کلاهبرداری از هموطنان هستند.

معاون فرهنگی اجتماعی پلیس فتا انتظامی کشور خاطرنشان کرد: در خصوص این شگرد افراد سودجو مبنی بر ""عدم کلیک هموطنان بر لینک یا پیوند بارگیری شده در پیامک که می‌تواند زمینه ساز دسترسی غیر مجاز به گوشی تلفن همراه فریب خوردگان و برداشت غیر مجاز از حساب مالی قربانیان توسط مجرمان فراهم گردد"" بارها اطلاع رسانی لازم از رسانه‌های جمعی صورت گرفته است.

وی تصریح کرد: همواره باید این آگاهی در اذهان عمومی وجود داشته باشد که هیچ سازمان، نهاد دولتی و اجرایی کشور از طریق شماره تلفن شخصی برای برقراری ارتباط با مخاطبان و یا ارسال ابلاغیه‌ها استفاده نخواهد کرد.

پاشایی با اشاره به اینکه عدم توجه به پیامک‌های جعلی و اینگونه ترفندهای افراد کلاهبردار که خوشبختانه نرخ وقوع آن نیز پس از اجرای ""طرح نهضت آگاه سازی عمومی"" کاهش محسوسی یافته است به عموم مردم توصیه کرد: در صورت فریب توسط کلاهبرداران سایبری؛ در هر ساعت از شبانه روز می‌توانند از خدمات انتظامی پلیس فتا از طریق شماره تلفن ۰۹۶۳۸۰ بهره مند شوند.

وی اظهار داشت: شهروندان می‌توانند هنگام بروز مشکل در ایام تعطیلات از طریق مراجعه حضوری به شعب کشیک قضائی نزدیک محل سکونت خود و حتی از طریق تماس تلفنی از مشاوره و خدمات اضطراری بانک‌های عامل استفاده کنند.",نرخ وقوع ارتکاب جرایم سایبری در ایام تعطیلات افزایش می یابد
1,https://www.mojnews.com//بخش-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86-%D9%87%D8%A7-62/434943-%D8%B1%D8%A7%D9%87%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C-%DA%A9%D8%A7%D8%B1%D9%88%D8%A7%D9%86-%D8%A8%D8%B2%D8%B1%DA%AF-%D8%AF%D8%AE%D8%AA%D8%B1%D8%A7%D9%86-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C,"به گزارش خبرنگار خبرگزاری موج اصفهان، مسئول کمیته فرهنگی قرارگاه اجتماعی شهید سلیمانی در حاشیه مراسم راهپیمایی کاروان بزرگ دختران اصفهانی به خبرنگاران گفت: برنامه امروز با حضور پرشور هزاران نفر از بانوان منطقه 14 شهرداری اصفهان برگزار می شود که در نتیجه مشارکت و همکاری مسئولان فرهنگی منطقه ازجمله کانون های فرهنگی و مساجد، بسیج خواهران، شهرداری و خادمان آستان حرم حضرت زینب (س) با شعار در مسیر خواهر خورشید شکل گرفته است.

علی جمشیدبیک افزود: در این برنامه از مدارس منطقه، پایگاه های بسیج خواهران و دیگر گروه های مردم نهاد و تشکل ها دعوت شده تا با حضور خود نقش آفرینی کنند.

دبیرکانون های فرهنگی منطقه 14، هدف از برگزاری این مراسم را تقدیر از بانوان محجبه و انجام رزمایشی با حضور بانوان به نشانه تعهد و پایبندی به آرمان های انقلاب اسلامی و شهدا و عقاید دینی عنوان کرد و گفت: در طول مسیرف برپایی موکب ها توسط مردم و استقبال از حضور خادمان آستان قدس در اصفهان همراه با تشییع شهید والامقام، جانباز 70درصد بود که بعد از سالها تحمل درد، به شهادت رسید و این اتفاق، خاطره دفاع مقدس را برای ما زنده کرد.

وی تشکیل قرارگاه اجتماعی شهید سلیمانی را در نتیجه تعامل و هم افزایی مسئولان اجرای منطقه که شامل شهرداری، تشکل های مردم نهاد، اوقاف و کانون های مساجد و اهالی منطقه عنوان کرد تا در مناسبت های فرهنگی و مذهبی بطور هماهنگ عمل نمایند.

در ادامه، حجت الاسلام محسن صادق زاده، مدیر حرم حضر زینب(س) با گرامیداشت دهه کرامت و میلاد حضرت معصومه (س)، از برگزاری برنامه هایی توسط بقاع شاخص در دهه کرامت خبر داد و گفت: آستان قدس و حرم حضرت معصومه(س) قطب های چهارم و پنجم زیارت اهل بیت شناخته می شوند و برنامه های متعددی در برای بزرگداشت آنها در دهه کرامت برگزار می گردد.

صادق زاده، شعار دهه کرامت را ""اصفهان با حرمش، صحن و صحرای مشهد است""، عنوان کرد و گفت: چون حضرت زینب(س) خواهر امام رضا(ع) هستند، حرم ایشان نیز یادآور بارگاه حضرت است و براین اساس، 13 رسته فعالیت با الگوبرداری از آستان قدس در حرم حضرت زینب(س) اجرا می شود.

وی در بیان برنامه های شاخص توضیح داد: اجتماع عظیم بانوان منطقه 14 با مشارکت شهرداری، هیئات، مساجد و کانون ها با حضور بیش از 100نفر از خادمان آستان قدس که از مشهد به اصفهان آمده اند و خادمان بانو که در حرم حضرت زینب هستند، سخنرانی حجت الاسلام کشاورز، سرود، مراسم گلباران در روز هشتم ذی القعده و دیگر برنامه های متنوع برگزار می گردد. همچنین، خدمت رسانی کریمانه و برپایی میزهای خدمت برای زائران در زمینه پایش سلامت، خدمات مشاوره، بینایی سنجی و برپایی جشن و سخنرانی در مساجد شاخص اصفهان، توزیع روزانه 400 پرس غذای گرم ویژه نیازمندان ازجمله فعالیت ها در این ایام است.",راهپیمایی کاروان بزرگ دختران اصفهانی
2,https://www.mojnews.com//بخش-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86-%D9%87%D8%A7-62/434942-%D9%85%D9%88%D8%B2%D9%87-%D9%87%D9%86%D8%B1-%D9%85%DA%A9%D8%AA%D8%A8-%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2-%D8%A7%D9%81%D8%AA%D8%AA%D8%A7%D8%AD-%D8%B4%D8%AF,"به گزارش خبرنگار خبرگزاری موج آذربایجان شرقی، موزه هنر مکتب تبریز با حضور مهندس سید عزت‌اله ضرغامی، روح‌اله متفکر آزاد و حجت الاسلام محمدرضا میرتاج‌الدینی نمایندگان مردم تبریز، اسکو و آذرشهر افتتاح شد.

در این موزه 111 اثر در قالب هنر مکتب اول تبریز با آثاری از نگارگری و خوشنویسی، شاهنامه دموت یا شاهنامه بزرگ ایلخانی و از خطاط‌ها خواجه عبدالله صیرفی و شاهنامه بایسنقری به خط جعفر بایسنقری، مکتب دوم تبریز با آثاری از نگارگری، خط و کتابت شیخ محمود نیشابوری معرفی می‌شود.

همچنین این موزه به معرفی هنر هنرمندان شاخص نگارگری از جمله سلطان محمد و کمال‌الدین بهزاد در قالب شاهنامه طهماسبی و خمسه نظامی می‌پردازد.

از دیگر بخش‌های مهم این موزه هنری و پژوهشی، بخش دیداری و شنیداری است که در این بخش هنرمکتب دوم تبریز در قالب شاهنامه طهماسبی از طریق فیلمی مستند به‌طور کامل معرفی می‌شود.

همچنین در موزه هنر مکتب تبریز، نمایشگاه موقت معرفی شاهنامه بایسنقری، معرفی خانه حریری، شاخص‌های معماری، مراحل مرمت و خاندان حریری به نمایش درآمده است.

خانه حریری شامل دو بخش بیرونی و اندرونی است. ساختمان بیرونی در دو طبقه ساخته شده و طبقه زیرزمین آن به حوض‌خانه و انباری‌ها و طبقه همکف به طنبی، راهروهای جانبی و تالار شمالی اختصاص یافته است. با توجه به ارتفاع زیاد سقف طنبی، روی راهروهای جانبی آن دو اتاق ساخته شده است. اتاق طنبی، معروف به اتاق نقاشی است که نقاشی‌های آن حالت روایت‌گری و داستانی دارند.

بخش اندرونی بنا ضمن ارتباط با بنا مستقل است و از طریق کوچه‌ای به خیابان تربیت راه دارد. بنای این بخش در دو طبقه و دارای نمای آجری است. این بنا به شماره 2242 در فهرست آثار ملی به ثبت رسیده است.",موزه هنر مکتب تبریز افتتاح شد
3,https://www.mojnews.com//بخش-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-4/434941-%D9%82%DB%8C%D9%85%D8%AA-%D8%B3%DA%A9%D9%87-%D8%A7%D9%85%D8%B1%D9%88%D8%B2-%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF-%D8%A7%D8%B9%D9%84%D8%A7%D9%85-%D8%B4%D8%AF,"به گزارش خبرگزاری موج، قیمت سکه امامی در جریان معاملات امروز پنج شنبه 12 خرداد 1401 مبلغ 15 میلیون و 549 هزار تومان و سکه بهار آزادی طرح قدیم 14میلیون و 699 هزار تومان تومن رسید.

در بازار آزاد قیمت نیم سکه 8 میلیون 550 تومان، ربع سکه 5 میلیون 600 هزارتومان و سکه گرمی به مبلغ 3 میلیون 100 تومان است.",قیمت سکه امروز 12 خرداد 1401 اعلام شد
4,https://www.mojnews.com//بخش-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-4/434940-%D9%82%DB%8C%D9%85%D8%AA-%D8%B7%D9%84%D8%A7-%D8%A7%D9%85%D8%B1%D9%88%D8%B2-%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF-%D9%82%DB%8C%D9%85%D8%AA-%D8%B7%D9%84%D8%A7%DB%8C-%D8%AF%D8%B3%D8%AA-%D8%AF%D9%88%D9%85-%D8%A7%D8%B9%D9%84%D8%A7%D9%85-%D8%B4%D8%AF,"به گزارش خبرگزاری موج، قیمت طلا امروز پنج شنبه 12 خرداد 1401 اعلام شد که بر این اساس هر گرم طلای 18 عیار به قیمت یک میلیون 437 هزار 100 تومان و هر گرم طلای 24 عیار یک میلیون و 916 هزار 200 تومان رسید و همچنین هر اونس طلا در بازارهای جهانی 1851.05 دلار به فروش می رسید.

گفتنی است، قیمت طلای دست دوم به یک میلیون و 419 هزار 117 تومان به فروش می رسد.",قیمت طلا امروز 12 خرداد 1401/ قیمت طلای دست دوم اعلام شد
5,https://www.mojnews.com//بخش-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-7/434939-%D8%A7%D8%B1%D8%B2%D8%B4-%D9%85%D9%87%D8%AF%DB%8C-%D8%B7%D8%A7%D8%B1%D9%85%DB%8C-%D8%A8%D9%87-%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86-%DB%8C%D9%88%D8%B1%D9%88-%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%D8%B4-%D9%BE%DB%8C%D8%AF%D8%A7-%DA%A9%D8%B1%D8%AF,"به گزارش خبرگزاری موج، قیمت برخی بازیکنان فوتبال در سایت جهانی ترانسفر مارکت تغییر کرد.

ارزش مهدی طارمی نیز در این به روزرسانی سه میلیون یورو افزایش پیدا کرد و به بیست میلیون یورو رسید که تقریبا معادل۶۶۰ میلیارد تومان است.

تیم فوتبال پورتو این مهاجم ایرانی را ۴.۷ میلیون یورو از ریوآوه خرید و حالا می‌تواند با فروش او ۵ برابرسود کند.",ارزش مهدی طارمی به ۲۰ میلیون یورو افزایش پیدا کرد
6,https://www.mojnews.com//بخش-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-3/434938-%D9%82%D8%AF%D8%B1%D8%AA-%D8%A8%D8%A7%D8%B2%D8%AF%D8%A7%D8%B1%D9%86%D8%AF%DA%AF%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D9%BE%DB%8C%D8%A7%D9%85%D8%AF-%D8%AF%D9%88%D8%B1%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%DB%8C-%D9%87%D8%A7%DB%8C-%D8%A7%D9%85%D8%A7%D9%85-%D8%B1%D9%87-%D8%AA%D9%81%DA%A9%D8%B1%D8%A7%D8%AA-%D9%81%D8%B1%D9%85%D8%A7%D9%86%D8%AF%D9%87%DB%8C-%D9%85%D8%B9%D8%B8%D9%85-%DA%A9%D9%84-%D9%82%D9%88%D8%A7-%D8%B3%D8%AA,"به گزارش خبرگزاری موج، وزارت دفاع و پشتیبانی نیروهای مسلح به‌ مناسبت سی‌ و سومین سالگرد ارتحال امام خمینی (ره) و قیام ۱۵ خرداد بیانیه‌ای صادر کرد و در آن، قدرت بازدارندگی ایران را پیامد دوراندیشی‌های امام(ره) و تفکرات فرماندهی معظم کل قوا برشمرد.

متن کامل این بیانیه به شرح زیر است:

امام بنیان‌گذار یک مکتب فکری وسیاسی و اجتماعی است. (مقام معظم رهبری)

حضرت امام خمینی (ره) به منظور احیاء تمدن اسلامی و استقرار نظام دینی، حرکت انقلابی خود را علیه رژیم فاسد ستم شاهی آغاز کرد و با تکیه بر قدرت لا یزال الهی، استمداد از حضرات ائمه معصومین (ع) و بهره‌گیری از معارف عمیق اسلام و قرآن کریم و پشتیبانی ملت بصیر، غیور، انقلابی و سرافراز ایران توانست ارکان سلطنت طاغوت را در هم پیچیده و به سلطه نظام‌های استکباری در این کشور بزرگ پایان دهد.

پیاده‌سازی نظام مقدس جمهوری اسلامی و مردم‌سالاری دینی با هدایت و روشنگری پیامبرگونه و رهبری امام خمینی(ره) آغاز و در ادامه این مسیر شکوهمند الهی با تدابیر حکیمانه رهبر معظم انقلاب، در حال توسعه و الگوسازی برای سایر کشورها در جهت تحقق تمدن نوین اسلامی است. لذا در حالی سی و سومین سالگرد ارتحال ملکوتی، یاد و خاطره حضرت امام خمینی(ره) را گرامی می‌داریم که ندای اسلام‌خواهی و نهضت بیداری ملت‌ها به تبعیت از آرمان‌ها و دستاوردهای نهادینه شده جمهوری اسلامی در دورترین سرزمین‌ها به‌ گوش می‌رسد و آزادی‌خواهان جهان، بیش از پیش با پیروی از مکتب امامین انقلاب، ایستادگی و مقاومت در برابر زورگویان عالم را بهترین راه کار خروج از سلطه استعمار و استثمار می‌دانند.

شخصیت تاریخ‌ساز، استکبار ستیز و سلطه‌ناپذیر امام راحل و ژرف‌نگری، تدابیر داهیانه و بلند فرماندهی معظم کل قوا، بازدارندگی اطمینان بخشی را در حوزه‌های دفاعی و نظامی ایجاد کرده، به نحوی که موجبات خنثی‌سازی تهدیدات علیه میهن عزیز و امنیت مثال زدنی را فراهم کرده است.

اگرچه امروز ملت ایران در برابر تهاجم ترکیبی و بی‌سابقه دشمنان قرار دارند؛ اما نظام مقدس جمهوری اسلامی ایران به برکت خون شهدای عزیز انقلاب، قیام خونین ۱۵ خرداد، شهدای والا مقام جنگ تحمیلی، شهدای مدافع حرم، شهدای امنیت و سلامت که نشئت گرفته از فرهنگ عاشورایی و مکتب فکری، سیاسی و اجتماعی امام (ره)‌ بوده و نشانه‌ای از پیوند معنوی مردم با آرمان‌های ولایت و جان‌فشانی برای حفظ اسلام و برچیده شدن سلطه مستکبران است، خواهد توانست قله‌های پیروزی را در جهت تحقق آرمان‌های اسلامی فتح کند.

وزارت دفاع و پشتیبانی نیروهای مسلح ضمن بیعت با آرمان‌های بنیان‌گذار کبیر انقلاب اسلامی و تجدید بیعت با رهبر معظم معظم انقلاب و فرماندهی معظم کل قوا با گرامیداشت یاد و خاطره امام راحل و شهدای عزیز و گرانقدر، از خداوند بزرگ توفیقات روزافزون برای نظام اسلامی و ملت سلحشور ایران در ظل توجهات حضرت ولی عصر (عج) تحت رهبری داهیانه فرماندهی معظم کل قوا و رهبر معزز انقلاب حضرت امام خامنه‌ای (مدظله العالی)‌ مسئلت دارد.",قدرت بازدارندگی ایران پیامد دوراندیشی‌های امام(ره) و تفکرات فرماندهی معظم کل قوا ست
7,https://www.mojnews.com//بخش-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86-%D9%87%D8%A7-62/434937-%D8%B1%D8%A7%D9%87-%D8%A7%D9%86%D8%AF%D8%A7%D8%B2%DB%8C-%D8%AF%D9%87%DA%A9%D8%AF%D9%87-%D8%B3%D9%84%D8%A7%D9%85%D8%AA-%D8%AF%D8%B1-%D8%B9%D9%88%D9%86-%D8%A8%D9%86-%D8%B9%D9%84%DB%8C-%D8%A8%D8%B1%D8%B1%D8%B3%DB%8C-%D8%B4%D9%88%D8%AF,"به گزارش خبرنگار خبرگزاری موج، احمد وحیدی در بازدید از دهکده توریستی دند در ارتفاعات شمالی تبریز، موسوم به عینالی اظهار داشت: راه اندازی دهکده سلامت در عون بن علی در طرح جامع تبریز بررسی شود.

وی با اشاره به ضرورت سرمایه گذاری جهت راه اندازی دهکده سلامت گفت: صنایع در قبال مردم تکلیف دارند و آنها را پای کار بکشید تا برای دهکده سلامت سرمایه گذاری کنند.

وزیر کشور تصریح کرد: دهکده سلامت می تواند درآمدزایی خوبی هم داشته باشد.

وزیر کشور در راستای بیست و دومین سفر استانی رئیس جمهور و اعضای کابینه دولت سیزدهم امروز در تبریز به سر می برد.",راه اندازی دهکده سلامت در عون بن علی بررسی شود
8,https://www.mojnews.com//بخش-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-4/434936-%D9%82%DB%8C%D9%85%D8%AA-%D8%A7%D8%B1%D8%B2-%D8%AF%D9%88%D9%84%D8%AA%DB%8C-%D8%A7%D9%85%D8%B1%D9%88%D8%B2-%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF-%D9%86%D8%B1%D8%AE-%D8%A7%D8%B1%D8%B2-%D8%B9%D9%85%D8%AF%D9%87-%D8%A7%D8%B9%D9%84%D8%A7%D9%85-%D8%B4%D8%AF,"به گزارش خبرگزاری موج، قیمت ارز دولتی امروز پنج شنبه 12 خرداد 1401 توسط بانک مرکزی اعلام شد.

بر این اساس، نرخ دلار آمریکا بدون تغییر همچنان چهار هزار و 200 تومان باقی مانده است. همچنین یورو با قیمت 44,698 ریال، پوند انگلیس با قیمت 52,365 ریال، فرانک سوییس 43,544 ریال رقم خورد.",قیمت ارز دولتی امروز 12 خرداد 1401/ نرخ 47 ارز عمده اعلام شد
9,https://www.mojnews.com//بخش-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-4/436269-%D8%B9%D9%85%D9%84%DA%A9%D8%B1%D8%AF-%D8%AD%D8%B1%D8%A7%D8%B3%D8%AA-%D8%AF%D8%B1-%D8%A8%D8%AE%D8%B4-%D9%87%D8%A7%DB%8C-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-%D8%A8%D9%87-%D9%85%D9%81%D9%87%D9%88%D9%85-%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF-%D8%A2%D9%81%D8%B1%DB%8C%D9%86%DB%8C-%D8%A7%D8%B3%D8%AA,"به گزارش خبرگزاری موج به نقل از اداره کل روابط عمومی و امور بین الملل بیمه مرکزی، مهندس بهزادپور که در جمع مدیران حراست سازمان های اقتصادی سخن می گفت با اعلام این مطلب افزود: مجموعه های حراستی صنعت بیمه در کنار ایفای مسئولیت های ذاتی خود باید موضوع حیاتی صیانت از برنامه های راهبردی را در دستور کار خود قرار دهند.

رئیس کل بیمه مرکزی، عبور از گذرگاه تحول در صنعت بیمه را اجتناب ناپذیر توصیف کرد و گفت: برنامه ریزی برای رسیدن به اهداف سند تحول صنعت بیمه در گرو مشارکت پویای همه ارکان و به خصوص مجموعه های حراست خواهد بود.

وی با اشاره به این نکته که تحول بنیادی و مثبت در چارچوب تغییرات هوشمندانه صورت می گیرد، تصریح کرد: با توجه به رشد کمی و افزایش شمار نمایندگان، کارگزاران، ارزیابان خسارت و سایر ارکان صنعت باید زمینه های بالابردن سطح کیفی نظارت بر صنعت نیز فراهم شود.

رئیس شورای عالی بیمه با تاکید بر این نکته که آرایش جدید در بخش های نظارتی از نیازهای مهم صنعت بیمه شمار می رود، خاطر نشان کرد: نقش آفرینی صنعت بیمه در معادلات کلان اقتصادی به عنوان اهرم تامین مالی و خدمات رسانی عمومی و صیانت از سرمایه های کشور، زمینه ورود این صنعت را به فضای جدید اقتصادی فراهم خواهد کرد.

مهندس بهزادپور، سهم واحدهای حراست در تحول بنیادین صنعت بیمه و کاهش تخلفات و تقلبات در این حوزه را چشمگیر و تعیین کننده دانست و افزود: رابطه گسترده و تنگاتنگ صنعت بیمه با نهادها و سازمان های پولی و مالی کشور، ضرورت کنترل های دقیق، نظارت عمیق و به تبع آن مقابله با فسادهای مالی را بیش از پیش یادآور می شود.

رئیس کل بیمه مرکزی با تاکید بر لزوم آسیب شناسی مبارزه با فساد در صنعت بیمه، اعلام کرد: استفاده از شیوه های نو و هوشمند در انجام هر چه بهتر این وظیفه کمک خواهد کرد.

بر اساس این گزارش، مهندس بهزادپور ابراز امیدواری کرد که با عملکرد پویا، آموزش صحیح و بهره گیری از ابزار الکترونیکی و فن آوری های روز و همچنین انتصاب نیروی انسانی کارآمد، سلامت اداری در صنعت بیمه هر چه بیشتر محقق شود.

وی در بخش دیگری از سخنان خود با اشاره به دیدار و گفت وگوی خود با مسئولان ارشد در هفته های گذشته، اظهار داشت: توقع حاکمیت از صنعت بیمه این است که در توسعه اقتصادی کشور نقش پررنگ تری را برعهده بگیرند که این موضوع در نهایت به بالندگی بیشتر این صنعت منتهی خواهد شد.

مهندس بهزاد پور در همین راستا افزود: صنعت بیمه در دوره جدید فعالیت علاوه بر ایفای مسئولیت های ملی به اشتغال زایی، تقویت منابع مالی و گسترش فضای کسب و کار نیز می اندیشد.

رئیس شورای عالی بیمه، اعتماد آفرینی را از وظایف بنیادی حراست سازمان های بیمه گر برشمرد و از تلاش های کمیته بیمه ای حراست و بازرسی شرکت های بیمه تشکر و قدردانی کرد.

شایان ذکر است در این نشست، حسن ابراهیمی _مشاور وزیر و رئیس مرکز حراست وزارت امور اقتصادی و دارایی_ علی اکبر ترکاشوند - مدیرکل دفتر مرکزی حراست بیمه مرکزی و تنی چند از مدیران این حوزه نیز به طرح دیدگاه های خود پرداختند.",عملکرد حراست در بخش های اقتصادی به مفهوم اعتماد آفرینی است
